                2, 7.3213886151965355e-30 
                4, 3.6606943075982677e-30 
                8, 1.7022234557347094e-29 
               16, 4.6637991689286667e-29 
               32, 1.5018104053689001e-23 
               64, 1.4353454469684746e-23 
              128, 2.8335658358092858e-16 
              256, 1.4191096358402004e-16 
              512, 5.8264151204974951e-16 
             1024, 2.2439086628787791e-15 
4, 0.000713 ,1478193869.547721 ,1478193869.548434
